pathway	feature_ids
MAPK signaling pathway	SSK1
MAPK signaling pathway	KSS1
MAPK signaling pathway	STE3
MAPK signaling pathway	STE4
MAPK signaling pathway	STE2
MAPK signaling pathway	HSL1
MAPK signaling pathway	STE18
MAPK signaling pathway	CLN2
MAPK signaling pathway	CLN1
MAPK signaling pathway	HSL7
MAPK signaling pathway	STE7
MAPK signaling pathway	PBS2
MAPK signaling pathway	GRE2
MAPK signaling pathway	STE5
MAPK signaling pathway	GPA1
MAPK signaling pathway	STE11
MAPK signaling pathway	SST2
MAPK signaling pathway	STE12
MAPK signaling pathway	SMP1
MAPK signaling pathway	SLN1
Mannose type O-glycan biosynthesis	PMT5
Mannose type O-glycan biosynthesis	PMT4
Mannose type O-glycan biosynthesis	PMT7
Mannose type O-glycan biosynthesis	PMT6
Mannose type O-glycan biosynthesis	PMT1
Mannose type O-glycan biosynthesis	PMT3
Mannose type O-glycan biosynthesis	PMT2
Meiosis	RME1
Meiosis	MAD2
Meiosis	MAD1
Meiosis	IRR1
Meiosis	ESP1
Meiosis	CDC20
Meiosis	RIM11
Meiosis	PPZ2
Meiosis	PPZ1
Meiosis	SGO1
Meiosis	CDC14
Meiosis	MAM1
Meiosis	CDC15
Meiosis	CDC16
Meiosis	DOC1
Meiosis	RIM15
Meiosis	SWM1
Meiosis	MEC1
Meiosis	MEC3
Meiosis	RAD9
Meiosis	SWE1
Meiosis	PPH21
Meiosis	PPH22
Meiosis	CYR1
Meiosis	TPD3
Meiosis	CDC23
Meiosis	CDC26
Meiosis	CDC27
Meiosis	CDC28
Meiosis	RTS1
Meiosis	GLC7
Meiosis	PPQ1
Meiosis	SNF3
Meiosis	GIP1
Meiosis	SNF1
Meiosis	TAH11
Meiosis	AMA1
Meiosis	LRS4
Meiosis	ZIP1
Meiosis	SSP1
Meiosis	RGT2
Meiosis	RAD17
Meiosis	SPS4
Meiosis	SPS1
Meiosis	SMC1
Meiosis	CLB6
Meiosis	CLB5
Meiosis	SIC1
Meiosis	CLB4
Meiosis	CLB3
Meiosis	HOP1
Meiosis	CLB1
Meiosis	SLK19
Meiosis	UME6
Meiosis	SMC3
Meiosis	PDS1
Meiosis	SPR3
Meiosis	APC11
Meiosis	CDC7
Meiosis	CDC6
Meiosis	CDC5
Meiosis	CHK1
Meiosis	HXT17
Meiosis	DMC1
Meiosis	HXT16
Meiosis	MCM4
Meiosis	HXT15
Meiosis	MCM5
Meiosis	HXT13
Meiosis	MCM6
Meiosis	MCM7
Meiosis	HXT11
Meiosis	HXT10
Meiosis	MCM2
Meiosis	NDT80
Meiosis	MCM3
Meiosis	MATALPHA2
Meiosis	SUM1
Meiosis	SWI4
Meiosis	HXT3
Meiosis	HXT4
Meiosis	HXT1
Meiosis	HXT2
Meiosis	HXT7
Meiosis	ORC6
Meiosis	HXT8
Meiosis	ORC5
Meiosis	HXT5
Meiosis	HXT6
Meiosis	RAD24
Meiosis	ORC2
Meiosis	ORC1
Meiosis	ORC4
Meiosis	HXT9
Meiosis	ORC3
Meiosis	SWI6
Meiosis	APC4
Meiosis	REC8
Meiosis	APC1
Meiosis	APC2
Meiosis	TPK3
Meiosis	TPK2
Meiosis	GPR1
Meiosis	TPK1
Meiosis	HMRA1
Meiosis	HMRA2
Meiosis	MND2
Meiosis	MSN2
Meiosis	MSN4
Meiosis	RAD53
Meiosis	DBF4
Meiosis	MEK1
Meiosis	RED1
Meiosis	TOR2
Meiosis	SOK2
Meiosis	SPO12
Meiosis	SPO11
Meiosis	HMLALPHA2
Meiosis	RAS2
Meiosis	IME1
Meiosis	IME2
Meiosis	CDC45
Meiosis	DDC1
Meiosis	CLN3
Meiosis	CLN2
Meiosis	GPA2
Meiosis	APC9
Meiosis	BUB1
Meiosis	GAL2
Meiosis	APC5
Methane metabolism	AGX1
Methane metabolism	FBA1
Methane metabolism	ERR1
Methane metabolism	ERR2
Methane metabolism	SER33
Methane metabolism	ERR3
Methane metabolism	FBP1
Methane metabolism	SHM1
Methane metabolism	ACS2
Methane metabolism	SHM2
Methane metabolism	ACS1
Methane metabolism	SFA1
Methane metabolism	FDH1
Methane metabolism	ENO1
Methane metabolism	ENO2
Methane metabolism	GPM2
Methane metabolism	GPM1
Methane metabolism	GPM3
Methane metabolism	SER3
Methane metabolism	SER1
Methane metabolism	SER2
Methane metabolism	PFK2
Methane metabolism	DAK2
Methane metabolism	DAK1
Methane metabolism	PFK1
Mismatch repair	POL3
Mismatch repair	RFA2
Mismatch repair	RFC4
Mismatch repair	MLH1
Mismatch repair	RFC5
Mismatch repair	RFC2
Mismatch repair	RFA1
Mismatch repair	RFC3
Mismatch repair	POL30
Mismatch repair	POL31
Mismatch repair	POL32
Mismatch repair	RFC1
Mismatch repair	CDC9
Mismatch repair	MSH2
Mismatch repair	MLH3
Mismatch repair	EXO1
Mismatch repair	MSH3
Mismatch repair	MSH6
Mismatch repair	SRS2
Mismatch repair	PMS1
Mitophagy	FIS1
Mitophagy	ATG1
Mitophagy	CKA2
Mitophagy	MDM38
Mitophagy	ATG33
Mitophagy	ATG11
Mitophagy	CKA1
Mitophagy	MDM10
Mitophagy	ATG32
Mitophagy	MDM34
Mitophagy	MDM12
Mitophagy	DNM1
Mitophagy	PKC1
Mitophagy	SMD3
Mitophagy	HOG1
Mitophagy	PTC6
Mitophagy	FMC1
Mitophagy	YME1
Mitophagy	TOR2
Mitophagy	TOR1
Mitophagy	BRE5
Mitophagy	MKK2
Mitophagy	MSS4
Mitophagy	WSC2
Mitophagy	WSC3
Mitophagy	SSK1
Mitophagy	SLG1
Mitophagy	MKK1
Mitophagy	MMM1
Mitophagy	UBP3
Mitophagy	CKB2
Mitophagy	CKB1
Mitophagy	UME6
Mitophagy	SLT2
Mitophagy	PBS2
Mitophagy	MIP1
Mitophagy	BCK1
Mitophagy	SIN3
Mitophagy	ATG8
Mitophagy	SLN1
Mitophagy	VPS1
N-Glycan biosynthesis	OST6
N-Glycan biosynthesis	OST5
N-Glycan biosynthesis	MNL2
N-Glycan biosynthesis	ALG9
N-Glycan biosynthesis	SWP1
N-Glycan biosynthesis	OST2
N-Glycan biosynthesis	ALG7
N-Glycan biosynthesis	OST1
N-Glycan biosynthesis	SEC59
N-Glycan biosynthesis	ALG8
N-Glycan biosynthesis	ALG5
N-Glycan biosynthesis	OST4
N-Glycan biosynthesis	CAX4
N-Glycan biosynthesis	ALG6
N-Glycan biosynthesis	OST3
N-Glycan biosynthesis	ALG3
N-Glycan biosynthesis	ALG14
N-Glycan biosynthesis	ALG1
N-Glycan biosynthesis	ALG13
N-Glycan biosynthesis	ALG12
N-Glycan biosynthesis	ALG2
N-Glycan biosynthesis	ALG11
N-Glycan biosynthesis	DPM1
N-Glycan biosynthesis	DIE2
N-Glycan biosynthesis	MNS1
N-Glycan biosynthesis	DFG10
N-Glycan biosynthesis	ROT2
N-Glycan biosynthesis	WBP1
N-Glycan biosynthesis	CWH41
N-Glycan biosynthesis	STT3
Nicotinate and nicotinamide metabolism	URH1
Nicotinate and nicotinamide metabolism	UGA2
Nicotinate and nicotinamide metabolism	HST1
Nicotinate and nicotinamide metabolism	HST3
Nicotinate and nicotinamide metabolism	HST2
Nicotinate and nicotinamide metabolism	NMA1
Nicotinate and nicotinamide metabolism	SDT1
Nicotinate and nicotinamide metabolism	NMA2
Nicotinate and nicotinamide metabolism	HST4
Nicotinate and nicotinamide metabolism	POF1
Nicotinate and nicotinamide metabolism	NRK1
Nicotinate and nicotinamide metabolism	PNC1
Nicotinate and nicotinamide metabolism	ISN1
Nicotinate and nicotinamide metabolism	SIR2
Nicotinate and nicotinamide metabolism	NPT1
Nicotinate and nicotinamide metabolism	UTR1
Nicotinate and nicotinamide metabolism	PNP1
Nicotinate and nicotinamide metabolism	QNS1
Nicotinate and nicotinamide metabolism	NPY1
Nicotinate and nicotinamide metabolism	BNA6
Nitrogen metabolism	GLT1
Nitrogen metabolism	GDH1
Nitrogen metabolism	GDH3
Nitrogen metabolism	GLN1
Nitrogen metabolism	GDH2
Nitrogen metabolism	NCE103
Non-homologous end-joining	DNL4
Non-homologous end-joining	XRS2
Non-homologous end-joining	YKU70
Non-homologous end-joining	POL4
Non-homologous end-joining	YKU80
Non-homologous end-joining	LIF1
Non-homologous end-joining	NEJ1
Non-homologous end-joining	RAD27
Non-homologous end-joining	MRE11
Non-homologous end-joining	RAD50
Nucleotide excision repair	RFA2
Nucleotide excision repair	RFC4
Nucleotide excision repair	SSL1
Nucleotide excision repair	SSL2
Nucleotide excision repair	RFC5
Nucleotide excision repair	RFC2
Nucleotide excision repair	RFA1
Nucleotide excision repair	DLS1
Nucleotide excision repair	RFC3
Nucleotide excision repair	RFC1
Nucleotide excision repair	CDC9
Nucleotide excision repair	RAD10
Nucleotide excision repair	RAD14
Nucleotide excision repair	KIN28
Nucleotide excision repair	RAD4
Nucleotide excision repair	RAD2
Nucleotide excision repair	RAD3
Nucleotide excision repair	SRS2
Nucleotide excision repair	RAD1
Nucleotide excision repair	POL3
Nucleotide excision repair	POL2
Nucleotide excision repair	TFB5
Nucleotide excision repair	TFB4
Nucleotide excision repair	TFB3
Nucleotide excision repair	POL30
Nucleotide excision repair	TFB2
Nucleotide excision repair	POL31
Nucleotide excision repair	POL32
Nucleotide excision repair	HRT1
Nucleotide excision repair	TFB1
Nucleotide excision repair	RAD23
Nucleotide excision repair	RAD28
Nucleotide excision repair	RAD26
Nucleotide excision repair	CCL1
Nucleotide excision repair	DPB2
Nucleotide excision repair	DPB3
Nucleotide excision repair	DPB4
One carbon pool by folate	MET13
One carbon pool by folate	MET12
One carbon pool by folate	FMT1
One carbon pool by folate	ADE8
One carbon pool by folate	ADE3
One carbon pool by folate	CDC21
One carbon pool by folate	ADE17
One carbon pool by folate	ADE16
One carbon pool by folate	FAU1
One carbon pool by folate	MTD1
One carbon pool by folate	GCV1
One carbon pool by folate	MIS1
One carbon pool by folate	SHM1
One carbon pool by folate	DFR1
One carbon pool by folate	SHM2
Other types of O-glycan biosynthesis	KTR1
Other types of O-glycan biosynthesis	MNN1
Other types of O-glycan biosynthesis	KTR3
Other types of O-glycan biosynthesis	KRE2
Other types of O-glycan biosynthesis	PMT5
Other types of O-glycan biosynthesis	PMT4
Other types of O-glycan biosynthesis	PMT7
Other types of O-glycan biosynthesis	MNT2
Other types of O-glycan biosynthesis	MNT3
Other types of O-glycan biosynthesis	PMT6
Other types of O-glycan biosynthesis	PMT1
Other types of O-glycan biosynthesis	PMT3
Other types of O-glycan biosynthesis	PMT2
Oxidative phosphorylation	VMA3
Oxidative phosphorylation	VMA4
Oxidative phosphorylation	VMA5
Oxidative phosphorylation	VMA6
Oxidative phosphorylation	VMA7
Oxidative phosphorylation	VMA8
Oxidative phosphorylation	SHH4
Oxidative phosphorylation	VMA1
Oxidative phosphorylation	VMA2
Oxidative phosphorylation	PPA2
Oxidative phosphorylation	ATP20
Oxidative phosphorylation	QCR10
Oxidative phosphorylation	COR1
Oxidative phosphorylation	ATP18
Oxidative phosphorylation	SHH3
Oxidative phosphorylation	ATP17
Oxidative phosphorylation	SDH4
Oxidative phosphorylation	ATP16
Oxidative phosphorylation	ATP15
Oxidative phosphorylation	ACP1
Oxidative phosphorylation	SDH2
Oxidative phosphorylation	SDH3
Oxidative phosphorylation	SDH1
Oxidative phosphorylation	ATP19
Oxidative phosphorylation	ATP14
Oxidative phosphorylation	IPP1
Oxidative phosphorylation	PMA2
Oxidative phosphorylation	PMA1
Oxidative phosphorylation	RIP1
Oxidative phosphorylation	OLI1
Oxidative phosphorylation	COX5A
Oxidative phosphorylation	COX17
Oxidative phosphorylation	ATP8
Oxidative phosphorylation	ATP6
Oxidative phosphorylation	ATP7
Oxidative phosphorylation	ATP4
Oxidative phosphorylation	ATP5
Oxidative phosphorylation	VPH1
Oxidative phosphorylation	ATP2
Oxidative phosphorylation	BI3
Oxidative phosphorylation	BI2
Oxidative phosphorylation	ATP3
Oxidative phosphorylation	ATP1
Oxidative phosphorylation	CYT1
Oxidative phosphorylation	BI4
Oxidative phosphorylation	COX5B
Oxidative phosphorylation	QCR6
Oxidative phosphorylation	VMA16
Oxidative phosphorylation	QCR8
Oxidative phosphorylation	QCR7
Oxidative phosphorylation	COX9
Oxidative phosphorylation	COX8
Oxidative phosphorylation	COB
Oxidative phosphorylation	VMA13
Oxidative phosphorylation	QCR2
Oxidative phosphorylation	COX7
Oxidative phosphorylation	TIM11
Oxidative phosphorylation	VMA11
Oxidative phosphorylation	COX6
Oxidative phosphorylation	VMA10
Oxidative phosphorylation	COX4
Oxidative phosphorylation	COX13
Oxidative phosphorylation	COX12
Oxidative phosphorylation	COX3
Oxidative phosphorylation	COX2
Oxidative phosphorylation	COX15
Oxidative phosphorylation	COX1
Oxidative phosphorylation	STV1
Oxidative phosphorylation	QCR9
Oxidative phosphorylation	COX11
Oxidative phosphorylation	COX10
Pantothenate and CoA biosynthesis	ILV6
Pantothenate and CoA biosynthesis	BAT2
Pantothenate and CoA biosynthesis	ILV5
Pantothenate and CoA biosynthesis	BAT1
Pantothenate and CoA biosynthesis	ECM31
Pantothenate and CoA biosynthesis	LYS5
Pantothenate and CoA biosynthesis	CAB5
Pantothenate and CoA biosynthesis	CAB4
Pantothenate and CoA biosynthesis	CAB3
Pantothenate and CoA biosynthesis	PAN5
Pantothenate and CoA biosynthesis	CAB2
Pantothenate and CoA biosynthesis	CAB1
Pantothenate and CoA biosynthesis	ILV2
Pantothenate and CoA biosynthesis	ILV3
Pantothenate and CoA biosynthesis	PAN6
Pentose and glucuronate interconversions	UGP1
Pentose and glucuronate interconversions	PGU1
Pentose and glucuronate interconversions	XKS1
Pentose and glucuronate interconversions	GRE3
Pentose and glucuronate interconversions	SOR1
Pentose and glucuronate interconversions	SOR2
Pentose and glucuronate interconversions	ADH6
Pentose and glucuronate interconversions	RPE1
Pentose and glucuronate interconversions	XYL2
Pentose and glucuronate interconversions	ADH7
Pentose phosphate pathway	NQM1
Pentose phosphate pathway	PRM15
Pentose phosphate pathway	PRS3
Pentose phosphate pathway	SOL3
Pentose phosphate pathway	SOL4
Pentose phosphate pathway	PRS2
Pentose phosphate pathway	PRS5
Pentose phosphate pathway	SOL1
Pentose phosphate pathway	RKI1
Pentose phosphate pathway	SOL2
Pentose phosphate pathway	PRS4
Pentose phosphate pathway	FBA1
Pentose phosphate pathway	RPE1
Pentose phosphate pathway	GND1
Pentose phosphate pathway	GND2
Pentose phosphate pathway	TAL1
Pentose phosphate pathway	TKL2
Pentose phosphate pathway	FBP1
Pentose phosphate pathway	TKL1
Pentose phosphate pathway	ZWF1
Pentose phosphate pathway	RBK1
Pentose phosphate pathway	PFK2
Pentose phosphate pathway	PRS1
Pentose phosphate pathway	PGI1
Pentose phosphate pathway	PGM2
Pentose phosphate pathway	PFK1
Pentose phosphate pathway	PGM1
Peroxisome	AGX1
Peroxisome	MRP1
Peroxisome	PEX19
Peroxisome	CAT2
Peroxisome	ERG12
Peroxisome	PEX1
Peroxisome	PEX10
Peroxisome	PEX3
Peroxisome	FAA1
Peroxisome	PEX12
Peroxisome	PEX2
Peroxisome	FAA2
Peroxisome	PEX13
Peroxisome	FAA3
Peroxisome	PEX14
Peroxisome	FAA4
Peroxisome	SOD1
Peroxisome	SOD2
Peroxisome	PXA1
Peroxisome	POX1
Peroxisome	PEX5
Peroxisome	PEX7
Peroxisome	PEX6
Peroxisome	PXA2
Peroxisome	POT1
Peroxisome	RSM26
Peroxisome	ECI1
Peroxisome	SPS19
Peroxisome	YAT2
Peroxisome	PXP1
Peroxisome	YAT1
Peroxisome	SYM1
Peroxisome	CTT1
Peroxisome	DCI1
Peroxisome	IDP1
Peroxisome	NPY1
Peroxisome	IDP2
Peroxisome	IDP3
Peroxisome	CTA1
Phagosome	VMA3
Phagosome	ACT1
Phagosome	VMA4
Phagosome	VMA5
Phagosome	VMA6
Phagosome	VMA7
Phagosome	VMA8
Phagosome	CNE1
Phagosome	MRL1
Phagosome	VMA1
Phagosome	SSH1
Phagosome	VMA2
Phagosome	YPT52
Phagosome	VPS21
Phagosome	UFE1
Phagosome	SSS1
Phagosome	VPS27
Phagosome	SEC22
Phagosome	TUB1
Phagosome	FAB1
Phagosome	VPH1
Phagosome	YPT7
Phagosome	SBH1
Phagosome	VMA16
Phagosome	VMA13
Phagosome	PAC11
Phagosome	VMA11
Phagosome	VMA10
Phagosome	DYN1
Phagosome	TUB2
Phagosome	VPS34
Phagosome	SEC61
Phagosome	STV1
Phagosome	SBH2
Phenylalanine metabolism	AAT1
Phenylalanine metabolism	AAT2
Phenylalanine metabolism	HIS5
Phenylalanine metabolism	ARO9
Phenylalanine metabolism	ALD2
Phenylalanine metabolism	ARO10
Phenylalanine metabolism	ALD3
Phenylalanine metabolism	ARO8
Phenylalanine metabolism	AMD2
Phenylalanine metabolism	HPA3
Phenylalanine metabolism	HPA2
Phenylalanine, tyrosine and tryptophan biosynthesis	AAT1
Phenylalanine, tyrosine and tryptophan biosynthesis	AAT2
Phenylalanine, tyrosine and tryptophan biosynthesis	HIS5
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO9
Phenylalanine, tyrosine and tryptophan biosynthesis	TYR1
Phenylalanine, tyrosine and tryptophan biosynthesis	TRP5
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO7
Phenylalanine, tyrosine and tryptophan biosynthesis	TRP4
Phenylalanine, tyrosine and tryptophan biosynthesis	TRP3
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO8
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO3
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO4
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO1
Phenylalanine, tyrosine and tryptophan biosynthesis	ARO2
Phenylalanine, tyrosine and tryptophan biosynthesis	PHA2
Phenylalanine, tyrosine and tryptophan biosynthesis	TRP2
Phenylalanine, tyrosine and tryptophan biosynthesis	TRP1
Phosphatidylinositol signaling system	INP54
Phosphatidylinositol signaling system	INP53
Phosphatidylinositol signaling system	CDS1
Phosphatidylinositol signaling system	MSS4
Phosphatidylinositol signaling system	STT4
Phosphatidylinositol signaling system	CMD1
Phosphatidylinositol signaling system	FAB1
Phosphatidylinositol signaling system	INM1
Phosphatidylinositol signaling system	INM2
Phosphatidylinositol signaling system	PLC1
Phosphatidylinositol signaling system	PKC1
Phosphatidylinositol signaling system	IPK1
Phosphatidylinositol signaling system	INP52
Phosphatidylinositol signaling system	INP51
Phosphatidylinositol signaling system	PIS1
Phosphatidylinositol signaling system	ARG82
Phosphatidylinositol signaling system	KCS1
Phosphatidylinositol signaling system	VPS34
Phosphatidylinositol signaling system	LSB6
Phosphatidylinositol signaling system	PIK1
Phosphatidylinositol signaling system	YMR1
Phosphatidylinositol signaling system	VIP1
Phosphatidylinositol signaling system	SAC1
Porphyrin and chlorophyll metabolism	HEM2
Porphyrin and chlorophyll metabolism	HEM1
Porphyrin and chlorophyll metabolism	HEM4
Porphyrin and chlorophyll metabolism	HEM3
Porphyrin and chlorophyll metabolism	HEM15
Porphyrin and chlorophyll metabolism	HEM14
Porphyrin and chlorophyll metabolism	HEM13
Porphyrin and chlorophyll metabolism	HEM12
Porphyrin and chlorophyll metabolism	GUS1
Porphyrin and chlorophyll metabolism	CYT2
Porphyrin and chlorophyll metabolism	MET1
Porphyrin and chlorophyll metabolism	MSE1
Porphyrin and chlorophyll metabolism	COX15
Porphyrin and chlorophyll metabolism	CYC3
Porphyrin and chlorophyll metabolism	YFH1
Porphyrin and chlorophyll metabolism	MET8
Porphyrin and chlorophyll metabolism	COX10
Propanoate metabolism	ACS1
Propanoate metabolism	FOX2
Propanoate metabolism	UGA1
Propanoate metabolism	ERG10
Propanoate metabolism	HFA1
Propanoate metabolism	EHD3
Propanoate metabolism	ACC1
Propanoate metabolism	LPD1
Propanoate metabolism	GRE2
Propanoate metabolism	LSC2
Propanoate metabolism	IRC15
Propanoate metabolism	LSC1
Propanoate metabolism	PDH1
Propanoate metabolism	ACS2
Proteasome	BLM10
Proteasome	PRE1
Proteasome	PRE3
Proteasome	PRE2
Proteasome	PRE10
Proteasome	PRE9
Proteasome	PRE8
Proteasome	SEM1
Proteasome	PRE5
Proteasome	PRE4
Proteasome	PRE7
Proteasome	PRE6
Proteasome	RPT5
Proteasome	RPT6
Proteasome	RPT3
Proteasome	RPT4
Proteasome	RPT1
Proteasome	RPT2
Proteasome	PUP1
Proteasome	RPN7
Proteasome	RPN8
Proteasome	RPN5
Proteasome	PUP3
Proteasome	PUP2
Proteasome	RPN6
Proteasome	RPN3
Proteasome	RPN11
Proteasome	RPN1
Proteasome	RPN10
Proteasome	RPN2
Proteasome	RPN9
Proteasome	SCL1
Proteasome	RPN13
Proteasome	RPN12
Proteasome	UMP1
Protein export	SEC11
Protein export	IMP1
Protein export	IMP2
Protein export	SRP68
Protein export	SRP101
Protein export	SPC3
Protein export	SRP102
Protein export	SRP14
Protein export	SPC1
Protein export	SPC2
Protein export	SSH1
Protein export	SBH1
Protein export	SRP72
Protein export	KAR2
Protein export	SRP54
Protein export	SEC61
Protein export	SSS1
Protein export	SEC63
Protein export	OXA1
Protein export	SEC62
Protein export	SBH2
Protein export	SEC65
Protein processing in endoplasmic reticulum	SEC12
Protein processing in endoplasmic reticulum	CUE1
Protein processing in endoplasmic reticulum	SEC13
Protein processing in endoplasmic reticulum	SSB2
Protein processing in endoplasmic reticulum	DSK2
Protein processing in endoplasmic reticulum	UBC6
Protein processing in endoplasmic reticulum	UBC5
Protein processing in endoplasmic reticulum	MNS1
Protein processing in endoplasmic reticulum	UBC4
Protein processing in endoplasmic reticulum	SSS1
Protein processing in endoplasmic reticulum	HSP42
Protein processing in endoplasmic reticulum	SSM4
Protein processing in endoplasmic reticulum	WBP1
Protein processing in endoplasmic reticulum	YET3
Protein processing in endoplasmic reticulum	HRT1
Protein processing in endoplasmic reticulum	CWH41
Protein processing in endoplasmic reticulum	SSA1
Protein processing in endoplasmic reticulum	SAR1
Protein processing in endoplasmic reticulum	SSE2
Protein processing in endoplasmic reticulum	HSC82
Protein processing in endoplasmic reticulum	SUI2
Protein processing in endoplasmic reticulum	SSE1
Protein processing in endoplasmic reticulum	SCJ1
Protein processing in endoplasmic reticulum	SBH1
Protein processing in endoplasmic reticulum	SHP1
Protein processing in endoplasmic reticulum	SSA4
Protein processing in endoplasmic reticulum	SSA2
Protein processing in endoplasmic reticulum	IRE1
Protein processing in endoplasmic reticulum	KAR2
Protein processing in endoplasmic reticulum	HRD1
Protein processing in endoplasmic reticulum	SSA3
Protein processing in endoplasmic reticulum	RAD23
Protein processing in endoplasmic reticulum	YDJ1
Protein processing in endoplasmic reticulum	STT3
Protein processing in endoplasmic reticulum	EMP46
Protein processing in endoplasmic reticulum	HRD3
Protein processing in endoplasmic reticulum	SNL1
Protein processing in endoplasmic reticulum	EUG1
Protein processing in endoplasmic reticulum	DFM1
Protein processing in endoplasmic reticulum	EMP47
Protein processing in endoplasmic reticulum	JEM1
Protein processing in endoplasmic reticulum	PDI1
Protein processing in endoplasmic reticulum	SBH2
Protein processing in endoplasmic reticulum	GCN2
Protein processing in endoplasmic reticulum	OST6
Protein processing in endoplasmic reticulum	OST5
Protein processing in endoplasmic reticulum	MNL2
Protein processing in endoplasmic reticulum	PNG1
Protein processing in endoplasmic reticulum	SWP1
Protein processing in endoplasmic reticulum	OST2
Protein processing in endoplasmic reticulum	SFB2
Protein processing in endoplasmic reticulum	SFB3
Protein processing in endoplasmic reticulum	OST1
Protein processing in endoplasmic reticulum	OST4
Protein processing in endoplasmic reticulum	SED4
Protein processing in endoplasmic reticulum	OST3
Protein processing in endoplasmic reticulum	CNE1
Protein processing in endoplasmic reticulum	MPD1
Protein processing in endoplasmic reticulum	SSH1
Protein processing in endoplasmic reticulum	YOS9
Protein processing in endoplasmic reticulum	HSP26
Protein processing in endoplasmic reticulum	GTB1
Protein processing in endoplasmic reticulum	DOA1
Protein processing in endoplasmic reticulum	ROT2
Protein processing in endoplasmic reticulum	SEC31
Protein processing in endoplasmic reticulum	SEC23
Protein processing in endoplasmic reticulum	DER1
Protein processing in endoplasmic reticulum	UBX2
Protein processing in endoplasmic reticulum	SEC24
Protein processing in endoplasmic reticulum	HSP82
Protein processing in endoplasmic reticulum	OTU1
Protein processing in endoplasmic reticulum	UBC7
Protein processing in endoplasmic reticulum	EPS1
Protein processing in endoplasmic reticulum	USA1
Protein processing in endoplasmic reticulum	HLJ1
Protein processing in endoplasmic reticulum	NPL4
Protein processing in endoplasmic reticulum	CDC53
Protein processing in endoplasmic reticulum	KRE5
Protein processing in endoplasmic reticulum	CDC48
Protein processing in endoplasmic reticulum	UFD2
Protein processing in endoplasmic reticulum	SEC61
Protein processing in endoplasmic reticulum	LHS1
Protein processing in endoplasmic reticulum	UFD1
Protein processing in endoplasmic reticulum	SEC63
Protein processing in endoplasmic reticulum	SIL1
Protein processing in endoplasmic reticulum	FES1
Protein processing in endoplasmic reticulum	SEC62
Protein processing in endoplasmic reticulum	SKP1
Purine metabolism	APA1
Purine metabolism	APA2
Purine metabolism	PRM15
Purine metabolism	PDE2
Purine metabolism	PYK2
Purine metabolism	ADE8
Purine metabolism	ADE6
Purine metabolism	ADE4
Purine metabolism	IMD3
Purine metabolism	ADE1
Purine metabolism	ADE2
Purine metabolism	IMD4
Purine metabolism	IMD2
Purine metabolism	YNK1
Purine metabolism	ADE5,7
Purine metabolism	CDC19
Purine metabolism	FAP7
Purine metabolism	HNT2
Purine metabolism	MET14
Purine metabolism	HPT1
Purine metabolism	AMD1
Purine metabolism	CYR1
Purine metabolism	MET3
Purine metabolism	AAH1
Purine metabolism	PDE1
Purine metabolism	GUA1
Purine metabolism	PRS3
Purine metabolism	PRS2
Purine metabolism	PRS5
Purine metabolism	PRS4
Purine metabolism	YND1
Purine metabolism	ISN1
Purine metabolism	ADK1
Purine metabolism	ADK2
Purine metabolism	RNR3
Purine metabolism	ADO1
Purine metabolism	GUD1
Purine metabolism	RNR4
Purine metabolism	PNP1
Purine metabolism	DAL3
Purine metabolism	RNR1
Purine metabolism	DAL2
Purine metabolism	PPX1
Purine metabolism	RNR2
Purine metabolism	DAL1
Purine metabolism	YSA1
Purine metabolism	ADE13
Purine metabolism	ADE12
Purine metabolism	GUK1
Purine metabolism	APT2
Purine metabolism	ADE17
Purine metabolism	APT1
Purine metabolism	ADE16
Purine metabolism	PRS1
Purine metabolism	HAM1
Purine metabolism	PGM2
Purine metabolism	PGM1
Pyrimidine metabolism	URH1
Pyrimidine metabolism	CPA2
Pyrimidine metabolism	CPA1
Pyrimidine metabolism	DAS2
Pyrimidine metabolism	YND1
Pyrimidine metabolism	CDC8
Pyrimidine metabolism	YNK1
Pyrimidine metabolism	DCD1
Pyrimidine metabolism	URA10
Pyrimidine metabolism	RNR3
Pyrimidine metabolism	RNR4
Pyrimidine metabolism	PNP1
Pyrimidine metabolism	RNR1
Pyrimidine metabolism	RNR2
Pyrimidine metabolism	URK1
Pyrimidine metabolism	URA4
Pyrimidine metabolism	URA3
Pyrimidine metabolism	URA2
Pyrimidine metabolism	URA1
Pyrimidine metabolism	FUR1
Pyrimidine metabolism	DUT1
Pyrimidine metabolism	CDC21
Pyrimidine metabolism	CDD1
Pyrimidine metabolism	FCY1
Pyrimidine metabolism	URA8
Pyrimidine metabolism	URA7
Pyrimidine metabolism	URA6
Pyrimidine metabolism	URA5
Pyruvate metabolism	MDH2
Pyruvate metabolism	MDH3
Pyruvate metabolism	PDA1
Pyruvate metabolism	ERG10
Pyruvate metabolism	PYK2
Pyruvate metabolism	HFA1
Pyruvate metabolism	ACC1
Pyruvate metabolism	LAT1
Pyruvate metabolism	PYC2
Pyruvate metabolism	PYC1
Pyruvate metabolism	FUM1
Pyruvate metabolism	IRC15
