term	gene
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Eprs1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Gss
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Idh1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Gsr
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Iars1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Acadm
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Fah
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ftcd
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hnmt
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hal
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	G6pc2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ppm1l
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	P4ha2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hibadh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Cth
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Aco2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Mmut
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Glul
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Otc
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hadh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pcx
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Got1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Got2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ass1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Asl
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Lars2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pdhx
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Aldh1a1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Tat
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Asns
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Aldh7a1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Sdhd
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Dbh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Vars1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Acss1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Sdha
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Bcat1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Farsb
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Gls
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Cs
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Wars1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Bhmt
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Th
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Tdo2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Suclg1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Auh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pdk4
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hibch
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Maoa
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Sds
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Arg2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Arg1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Aldh18a1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Gpt2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Cad
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ehhadh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Dlst
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hmgcs2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Mccc1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pkm
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ldha
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Mars2
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Sms
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Acaa1a
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Dld
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Mpst
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Tph1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ddc
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Oat
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Gsta4
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Glud1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pycr1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Odc1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Hdc
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Cps1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Prodh
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Adh7
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Adh5
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Srm
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Rars1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Acly
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Adh4
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Pdha1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Tpo
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Adh1
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Cbs
AMINO ACID METABOLISM%WIKIPATHWAYS_20250210%WP662%MUS MUSCULUS	Ogdh
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	Myc
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	Caprin1
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	Ccnd2
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	Ccnd1
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	G3bp1
MIR 193A AND MVP IN COLON CANCER METASTASIS%WIKIPATHWAYS_20250210%WP3979%MUS MUSCULUS	Mvp
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Acadvl
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Echs1
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Acaa2
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Cpt1a
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Mttp
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Slc25a29
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Cpt2
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Acads
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Hadh
FATTY ACID OXIDATION%WIKIPATHWAYS_20250210%WP2318%MUS MUSCULUS	Acadm
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Dhcr24
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Haao
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Asmt
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp2e1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aldh1a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Kynu
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp1a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cat
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp1a2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Rnf25
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Ube3a
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Acmsd
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Ido1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Wars1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Tdo2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Hadh
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Mdm2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Echs1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aldh1a2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aldh3a2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Tph1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aldh2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Ddc
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aldh9a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Inmt
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp19a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp4f14
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Hsd17b10
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Prmt1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp2j6
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp2f2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp2c55
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aadat
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp1b1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aox1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Ubr5
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Cyp7b1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Acat1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Afmid
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aanat
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Gcdh
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Aoc1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Ogdh
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20250210%WP79%MUS MUSCULUS	Maob
PTF1A RELATED REGULATORY PATHWAY%WIKIPATHWAYS_20250210%WP201%MUS MUSCULUS	Hes1
PTF1A RELATED REGULATORY PATHWAY%WIKIPATHWAYS_20250210%WP201%MUS MUSCULUS	Prox1
PTF1A RELATED REGULATORY PATHWAY%WIKIPATHWAYS_20250210%WP201%MUS MUSCULUS	Nkx6-1
PTF1A RELATED REGULATORY PATHWAY%WIKIPATHWAYS_20250210%WP201%MUS MUSCULUS	Ctnnb1
PTF1A RELATED REGULATORY PATHWAY%WIKIPATHWAYS_20250210%WP201%MUS MUSCULUS	Rbpj
